Parcel_ID,O_zone,D_zone,DepotNumber,CEP,Task
9722,1008,181,9.0,DHL,Delivery
9724,2668,181,1.0,PostNL,Delivery
9725,2668,181,1.0,PostNL,Delivery
9734,2668,182,1.0,PostNL,Delivery
9735,2668,182,1.0,PostNL,Delivery
9737,1008,183,9.0,DHL,Delivery
9742,4604,183,14.0,DPD,Delivery
9746,2668,183,1.0,PostNL,Delivery
9752,2668,183,1.0,PostNL,Delivery
9757,4604,183,14.0,DPD,Delivery
9761,2668,184,1.0,PostNL,Delivery
9766,1008,186,9.0,DHL,Delivery
9769,4604,186,14.0,DPD,Delivery
9808,2668,187,1.0,PostNL,Delivery
9813,2668,187,1.0,PostNL,Delivery
9825,2668,187,1.0,PostNL,Delivery
9852,1008,189,9.0,DHL,Delivery
9868,4604,189,14.0,DPD,Delivery
9872,2668,189,1.0,PostNL,Delivery
9875,2668,189,1.0,PostNL,Delivery
9881,2668,189,1.0,PostNL,Delivery
9897,2668,189,1.0,PostNL,Delivery
9914,4604,189,14.0,DPD,Delivery
9918,1008,190,9.0,DHL,Delivery
9921,1008,190,9.0,DHL,Delivery
9925,1008,190,9.0,DHL,Delivery
9929,1008,190,9.0,DHL,Delivery
9947,2668,190,1.0,PostNL,Delivery
9963,2668,190,1.0,PostNL,Delivery
9964,2668,190,1.0,PostNL,Delivery
9970,4604,190,14.0,DPD,Delivery
9986,1008,191,9.0,DHL,Delivery
10008,2668,191,1.0,PostNL,Delivery
10010,2668,191,1.0,PostNL,Delivery
10017,2668,191,1.0,PostNL,Delivery
10024,4604,191,14.0,DPD,Delivery
10040,1008,192,9.0,DHL,Delivery
10057,2668,192,1.0,PostNL,Delivery
10061,2668,192,1.0,PostNL,Delivery
10086,2668,192,1.0,PostNL,Delivery
10133,1008,195,9.0,DHL,Delivery
10147,4604,195,14.0,DPD,Delivery
10161,2668,195,1.0,PostNL,Delivery
10162,2668,195,1.0,PostNL,Delivery
10182,2668,195,1.0,PostNL,Delivery
10195,2668,195,1.0,PostNL,Delivery
10253,1008,197,9.0,DHL,Delivery
10265,4604,197,14.0,DPD,Delivery
10273,2668,197,1.0,PostNL,Delivery
10295,2668,197,1.0,PostNL,Delivery
10297,2668,197,1.0,PostNL,Delivery
10302,2668,197,1.0,PostNL,Delivery
10309,4604,197,14.0,DPD,Delivery
10311,4604,197,14.0,DPD,Delivery
10331,1008,198,9.0,DHL,Delivery
10354,2668,198,1.0,PostNL,Delivery
10364,2668,198,1.0,PostNL,Delivery
10366,2668,198,1.0,PostNL,Delivery
10374,2668,198,1.0,PostNL,Delivery
10376,2668,198,1.0,PostNL,Delivery
10388,2668,198,1.0,PostNL,Delivery
10407,1008,199,9.0,DHL,Delivery
10409,1008,199,9.0,DHL,Delivery
10448,1008,200,9.0,DHL,Delivery
10455,1008,200,9.0,DHL,Delivery
10468,1008,200,9.0,DHL,Delivery
10478,4604,200,14.0,DPD,Delivery
10482,4604,200,14.0,DPD,Delivery
10498,2668,200,1.0,PostNL,Delivery
10500,2668,200,1.0,PostNL,Delivery
10501,2668,200,1.0,PostNL,Delivery
10506,2668,200,1.0,PostNL,Delivery
10518,2668,200,1.0,PostNL,Delivery
10529,2668,200,1.0,PostNL,Delivery
10541,2668,200,1.0,PostNL,Delivery
10550,2668,200,1.0,PostNL,Delivery
10554,2668,200,1.0,PostNL,Delivery
10562,2668,200,1.0,PostNL,Delivery
10565,2668,200,1.0,PostNL,Delivery
10603,4604,201,14.0,DPD,Delivery
10605,4604,201,14.0,DPD,Delivery
10607,4604,201,14.0,DPD,Delivery
10625,2668,201,1.0,PostNL,Delivery
10626,2668,201,1.0,PostNL,Delivery
10632,2668,201,1.0,PostNL,Delivery
10633,2668,201,1.0,PostNL,Delivery
10645,2668,201,1.0,PostNL,Delivery
10690,1008,202,9.0,DHL,Delivery
10702,4604,202,14.0,DPD,Delivery
10707,4604,202,14.0,DPD,Delivery
10713,4604,202,14.0,DPD,Delivery
10730,2668,202,1.0,PostNL,Delivery
10740,2668,202,1.0,PostNL,Delivery
10759,2668,202,1.0,PostNL,Delivery
10773,4604,202,14.0,DPD,Delivery
10797,2668,203,1.0,PostNL,Delivery
10798,2668,203,1.0,PostNL,Delivery
10827,1008,204,9.0,DHL,Delivery
10831,1008,204,9.0,DHL,Delivery
10864,2668,204,1.0,PostNL,Delivery
10894,1008,206,9.0,DHL,Delivery
10925,4604,206,14.0,DPD,Delivery
10935,4604,206,14.0,DPD,Delivery
10936,4604,206,14.0,DPD,Delivery
10958,2668,206,1.0,PostNL,Delivery
10960,2668,206,1.0,PostNL,Delivery
10964,2668,206,1.0,PostNL,Delivery
10965,2668,206,1.0,PostNL,Delivery
10988,2668,206,1.0,PostNL,Delivery
11018,1008,207,9.0,DHL,Delivery
11027,1008,207,9.0,DHL,Delivery
11030,1008,207,9.0,DHL,Delivery
11063,2668,207,1.0,PostNL,Delivery
11066,2668,207,1.0,PostNL,Delivery
11084,2668,207,1.0,PostNL,Delivery
11089,4604,207,14.0,DPD,Delivery
11102,1008,208,9.0,DHL,Delivery
11112,1008,208,9.0,DHL,Delivery
11134,1008,208,9.0,DHL,Delivery
11139,4604,208,14.0,DPD,Delivery
11154,4604,208,14.0,DPD,Delivery
11158,4604,208,14.0,DPD,Delivery
11256,2668,208,1.0,PostNL,Delivery
11258,2668,208,1.0,PostNL,Delivery
11275,4604,208,14.0,DPD,Delivery
11280,1008,209,9.0,DHL,Delivery
11287,1008,209,9.0,DHL,Delivery
11293,1008,209,9.0,DHL,Delivery
11297,1008,209,9.0,DHL,Delivery
11299,1008,209,9.0,DHL,Delivery
11301,1008,209,9.0,DHL,Delivery
11310,4604,209,14.0,DPD,Delivery
11313,4604,209,14.0,DPD,Delivery
11317,4604,209,14.0,DPD,Delivery
11352,2668,209,1.0,PostNL,Delivery
11365,2668,209,1.0,PostNL,Delivery
11367,2668,209,1.0,PostNL,Delivery
11379,2668,209,1.0,PostNL,Delivery
11381,4604,209,14.0,DPD,Delivery
11385,4604,209,14.0,DPD,Delivery
11399,1008,210,9.0,DHL,Delivery
11410,1008,210,9.0,DHL,Delivery
11424,1008,210,9.0,DHL,Delivery
11426,1008,210,9.0,DHL,Delivery
11440,4604,210,14.0,DPD,Delivery
11469,4604,210,14.0,DPD,Delivery
11494,2668,210,1.0,PostNL,Delivery
11519,2668,210,1.0,PostNL,Delivery
11530,2668,210,1.0,PostNL,Delivery
11538,2668,210,1.0,PostNL,Delivery
11550,2668,210,1.0,PostNL,Delivery
11558,2668,210,1.0,PostNL,Delivery
11562,2668,210,1.0,PostNL,Delivery
11567,2668,210,1.0,PostNL,Delivery
11574,2668,210,1.0,PostNL,Delivery
11581,4604,210,14.0,DPD,Delivery
11582,4604,210,14.0,DPD,Delivery
11585,4604,210,14.0,DPD,Delivery
11602,1008,211,9.0,DHL,Delivery
11609,4604,211,14.0,DPD,Delivery
11616,2668,211,1.0,PostNL,Delivery
11652,4604,212,14.0,DPD,Delivery
11671,2668,212,1.0,PostNL,Delivery
11684,2668,212,1.0,PostNL,Delivery
11698,4604,212,14.0,DPD,Delivery
11709,1008,213,9.0,DHL,Delivery
11728,1008,213,9.0,DHL,Delivery
11733,4604,213,14.0,DPD,Delivery
11735,4604,213,14.0,DPD,Delivery
11765,2668,213,1.0,PostNL,Delivery
11768,2668,213,1.0,PostNL,Delivery
11779,2668,213,1.0,PostNL,Delivery
11785,2668,213,1.0,PostNL,Delivery
11833,4604,213,14.0,DPD,Delivery
11838,2668,214,1.0,PostNL,Delivery
11841,2668,215,1.0,PostNL,Delivery
11845,2668,216,1.0,PostNL,Delivery
11852,1008,219,9.0,DHL,Delivery
11862,1008,219,9.0,DHL,Delivery
11934,4604,219,14.0,DPD,Delivery
11937,4604,219,14.0,DPD,Delivery
11938,4604,219,14.0,DPD,Delivery
11947,4604,219,14.0,DPD,Delivery
11962,2668,219,1.0,PostNL,Delivery
11972,2668,219,1.0,PostNL,Delivery
11973,2668,219,1.0,PostNL,Delivery
11975,2668,219,1.0,PostNL,Delivery
11997,2668,219,1.0,PostNL,Delivery
12007,2668,219,1.0,PostNL,Delivery
12032,2668,219,1.0,PostNL,Delivery
12063,2668,219,1.0,PostNL,Delivery
12093,2668,219,1.0,PostNL,Delivery
12094,4604,219,14.0,DPD,Delivery
12105,4604,219,14.0,DPD,Delivery
12132,4604,220,14.0,DPD,Delivery
12140,4604,220,14.0,DPD,Delivery
12144,2668,220,1.0,PostNL,Delivery
12180,2668,222,1.0,PostNL,Delivery
12212,2668,224,1.0,PostNL,Delivery
12234,2668,226,1.0,PostNL,Delivery
12243,1008,228,9.0,DHL,Delivery
12265,1008,230,9.0,DHL,Delivery
12269,4604,230,14.0,DPD,Delivery
12274,2668,230,1.0,PostNL,Delivery
12304,1044,231,7.0,DHL,Delivery
12308,1044,231,7.0,DHL,Delivery
12311,1044,231,7.0,DHL,Delivery
12318,4604,231,14.0,DPD,Delivery
12329,2668,231,1.0,PostNL,Delivery
12336,2668,231,1.0,PostNL,Delivery
12363,2668,231,1.0,PostNL,Delivery
12369,2668,231,1.0,PostNL,Delivery
12383,4604,231,14.0,DPD,Delivery
12393,1044,232,7.0,DHL,Delivery
12417,2668,232,1.0,PostNL,Delivery
12446,4604,233,14.0,DPD,Delivery
12475,4604,234,14.0,DPD,Delivery
12484,2668,234,1.0,PostNL,Delivery
12492,2668,234,1.0,PostNL,Delivery
12498,1044,235,7.0,DHL,Delivery
12504,1044,235,7.0,DHL,Delivery
12509,4604,235,14.0,DPD,Delivery
12511,4604,235,14.0,DPD,Delivery
12537,4604,235,14.0,DPD,Delivery
12553,1044,236,7.0,DHL,Delivery
12561,4604,236,14.0,DPD,Delivery
12562,4604,236,14.0,DPD,Delivery
12571,4604,236,14.0,DPD,Delivery
12572,4604,236,14.0,DPD,Delivery
12574,4604,236,14.0,DPD,Delivery
12594,2668,236,1.0,PostNL,Delivery
12598,2668,236,1.0,PostNL,Delivery
12599,2668,236,1.0,PostNL,Delivery
12606,2668,236,1.0,PostNL,Delivery
12611,2668,236,1.0,PostNL,Delivery
12614,2668,236,1.0,PostNL,Delivery
12615,2668,236,1.0,PostNL,Delivery
12625,4604,236,14.0,DPD,Delivery
12656,4604,237,14.0,DPD,Delivery
12661,4604,237,14.0,DPD,Delivery
12670,2668,237,1.0,PostNL,Delivery
12672,2668,237,1.0,PostNL,Delivery
12714,2668,237,1.0,PostNL,Delivery
12716,2668,237,1.0,PostNL,Delivery
12736,1044,238,7.0,DHL,Delivery
12744,4604,238,14.0,DPD,Delivery
12750,2668,238,1.0,PostNL,Delivery
12778,4604,238,14.0,DPD,Delivery
12802,2668,239,1.0,PostNL,Delivery
12803,2668,239,1.0,PostNL,Delivery
12826,2668,240,1.0,PostNL,Delivery
12845,1044,241,7.0,DHL,Delivery
12850,1044,241,7.0,DHL,Delivery
12855,1044,241,7.0,DHL,Delivery
12863,4604,241,14.0,DPD,Delivery
12888,2668,241,1.0,PostNL,Delivery
12894,2668,241,1.0,PostNL,Delivery
12913,2668,241,1.0,PostNL,Delivery
12930,2668,241,1.0,PostNL,Delivery
12931,2668,241,1.0,PostNL,Delivery
12936,2668,241,1.0,PostNL,Delivery
12941,4604,241,14.0,DPD,Delivery
12944,4604,241,14.0,DPD,Delivery
12949,1044,242,7.0,DHL,Delivery
12966,1044,242,7.0,DHL,Delivery
12967,1044,242,7.0,DHL,Delivery
12972,4604,242,14.0,DPD,Delivery
12996,2668,242,1.0,PostNL,Delivery
13003,2668,242,1.0,PostNL,Delivery
13008,2668,242,1.0,PostNL,Delivery
13014,2668,242,1.0,PostNL,Delivery
13034,4604,242,14.0,DPD,Delivery
13050,4604,243,14.0,DPD,Delivery
13072,2668,243,1.0,PostNL,Delivery
13101,4604,244,14.0,DPD,Delivery
13106,4604,244,14.0,DPD,Delivery
13117,2668,244,1.0,PostNL,Delivery
13148,4604,244,14.0,DPD,Delivery
13149,4604,244,14.0,DPD,Delivery
13158,1008,245,9.0,DHL,Delivery
13168,4604,245,14.0,DPD,Delivery
13175,4604,245,14.0,DPD,Delivery
13178,4604,245,14.0,DPD,Delivery
13187,2668,245,1.0,PostNL,Delivery
13195,2668,245,1.0,PostNL,Delivery
13199,2668,245,1.0,PostNL,Delivery
13200,2668,245,1.0,PostNL,Delivery
13216,2668,245,1.0,PostNL,Delivery
13218,2668,245,1.0,PostNL,Delivery
13228,4604,245,14.0,DPD,Delivery
13254,4604,246,14.0,DPD,Delivery
13262,2668,246,1.0,PostNL,Delivery
13274,2668,246,1.0,PostNL,Delivery
13305,4604,246,14.0,DPD,Delivery
13306,4604,246,14.0,DPD,Delivery
13315,1008,247,9.0,DHL,Delivery
13332,4604,247,14.0,DPD,Delivery
13352,2668,247,1.0,PostNL,Delivery
13361,2668,247,1.0,PostNL,Delivery
13362,2668,247,1.0,PostNL,Delivery
13378,1008,248,9.0,DHL,Delivery
13402,4604,248,14.0,DPD,Delivery
13406,2668,248,1.0,PostNL,Delivery
13408,2668,248,1.0,PostNL,Delivery
13444,4604,248,14.0,DPD,Delivery
13447,1044,249,7.0,DHL,Delivery
13462,1044,249,7.0,DHL,Delivery
13465,1044,249,7.0,DHL,Delivery
13510,2668,249,1.0,PostNL,Delivery
13541,1044,250,7.0,DHL,Delivery
13564,4604,250,14.0,DPD,Delivery
13573,4604,250,14.0,DPD,Delivery
13578,2668,250,1.0,PostNL,Delivery
13611,2668,250,1.0,PostNL,Delivery
13623,2668,250,1.0,PostNL,Delivery
13625,2668,250,1.0,PostNL,Delivery
13629,2668,250,1.0,PostNL,Delivery
13659,1008,251,9.0,DHL,Delivery
13670,1008,251,9.0,DHL,Delivery
13682,1008,251,9.0,DHL,Delivery
13684,1008,251,9.0,DHL,Delivery
13685,1008,251,9.0,DHL,Delivery
13700,4604,251,14.0,DPD,Delivery
13737,2668,251,1.0,PostNL,Delivery
13741,2668,251,1.0,PostNL,Delivery
13742,2668,251,1.0,PostNL,Delivery
13755,2668,251,1.0,PostNL,Delivery
13756,2668,251,1.0,PostNL,Delivery
13760,2668,251,1.0,PostNL,Delivery
13761,2668,251,1.0,PostNL,Delivery
13795,2668,251,1.0,PostNL,Delivery
13801,2668,251,1.0,PostNL,Delivery
13803,2668,251,1.0,PostNL,Delivery
13806,2668,251,1.0,PostNL,Delivery
13810,2668,251,1.0,PostNL,Delivery
13853,4604,251,14.0,DPD,Delivery
13854,4604,251,14.0,DPD,Delivery
13876,1008,252,9.0,DHL,Delivery
13879,1008,252,9.0,DHL,Delivery
13890,1008,252,9.0,DHL,Delivery
13897,1008,252,9.0,DHL,Delivery
13899,1008,252,9.0,DHL,Delivery
13915,1008,252,9.0,DHL,Delivery
13917,4604,252,14.0,DPD,Delivery
13924,4604,252,14.0,DPD,Delivery
13940,4604,252,14.0,DPD,Delivery
13946,4604,252,14.0,DPD,Delivery
13949,4604,252,14.0,DPD,Delivery
13954,2668,252,1.0,PostNL,Delivery
13956,2668,252,1.0,PostNL,Delivery
13966,2668,252,1.0,PostNL,Delivery
13967,2668,252,1.0,PostNL,Delivery
13969,2668,252,1.0,PostNL,Delivery
13996,2668,252,1.0,PostNL,Delivery
14047,2668,252,1.0,PostNL,Delivery
14049,2668,252,1.0,PostNL,Delivery
14051,2668,252,1.0,PostNL,Delivery
14058,4604,252,14.0,DPD,Delivery
14080,1008,253,9.0,DHL,Delivery
14101,1008,253,9.0,DHL,Delivery
14119,4604,253,14.0,DPD,Delivery
14124,4604,253,14.0,DPD,Delivery
14153,2668,253,1.0,PostNL,Delivery
14160,2668,253,1.0,PostNL,Delivery
14164,2668,253,1.0,PostNL,Delivery
14176,2668,253,1.0,PostNL,Delivery
14179,2668,253,1.0,PostNL,Delivery
14191,2668,253,1.0,PostNL,Delivery
14205,4604,253,14.0,DPD,Delivery
14285,2668,254,1.0,PostNL,Delivery
14288,2668,254,1.0,PostNL,Delivery
14296,2668,254,1.0,PostNL,Delivery
14303,2668,254,1.0,PostNL,Delivery
14338,2668,254,1.0,PostNL,Delivery
14346,4604,254,14.0,DPD,Delivery
14368,1044,255,7.0,DHL,Delivery
14372,4604,255,14.0,DPD,Delivery
14394,2668,255,1.0,PostNL,Delivery
14396,2668,255,1.0,PostNL,Delivery
14423,1044,256,7.0,DHL,Delivery
14451,2668,256,1.0,PostNL,Delivery
14453,2668,256,1.0,PostNL,Delivery
14470,2668,256,1.0,PostNL,Delivery
14481,1044,257,7.0,DHL,Delivery
14489,4604,257,14.0,DPD,Delivery
14500,2668,257,1.0,PostNL,Delivery
14502,2668,257,1.0,PostNL,Delivery
14521,4604,257,14.0,DPD,Delivery
14532,2668,258,1.0,PostNL,Delivery
14583,4604,259,14.0,DPD,Delivery
14593,4604,259,14.0,DPD,Delivery
14612,4604,259,14.0,DPD,Delivery
14627,2668,259,1.0,PostNL,Delivery
14648,2668,259,1.0,PostNL,Delivery
14651,2668,259,1.0,PostNL,Delivery
14655,2668,259,1.0,PostNL,Delivery
14662,2668,259,1.0,PostNL,Delivery
14669,2668,259,1.0,PostNL,Delivery
14673,2668,259,1.0,PostNL,Delivery
14704,2668,259,1.0,PostNL,Delivery
14706,2668,259,1.0,PostNL,Delivery
14721,4604,259,14.0,DPD,Delivery
14733,1044,260,7.0,DHL,Delivery
14736,1044,260,7.0,DHL,Delivery
14738,1044,260,7.0,DHL,Delivery
14758,2668,260,1.0,PostNL,Delivery
14766,2668,260,1.0,PostNL,Delivery
14768,2668,260,1.0,PostNL,Delivery
14771,4604,260,14.0,DPD,Delivery
14807,2668,261,1.0,PostNL,Delivery
14815,2668,261,1.0,PostNL,Delivery
14834,2668,261,1.0,PostNL,Delivery
14839,2668,261,1.0,PostNL,Delivery
14842,2668,261,1.0,PostNL,Delivery
14858,1008,262,9.0,DHL,Delivery
14881,4604,262,14.0,DPD,Delivery
14910,2668,262,1.0,PostNL,Delivery
14932,1044,263,7.0,DHL,Delivery
14982,2668,263,1.0,PostNL,Delivery
14999,2668,263,1.0,PostNL,Delivery
15011,2668,263,1.0,PostNL,Delivery
15037,1044,264,7.0,DHL,Delivery
15047,1044,264,7.0,DHL,Delivery
15053,1044,264,7.0,DHL,Delivery
15068,4604,264,14.0,DPD,Delivery
15079,4604,264,14.0,DPD,Delivery
15088,2668,264,1.0,PostNL,Delivery
15093,2668,264,1.0,PostNL,Delivery
15108,2668,264,1.0,PostNL,Delivery
15110,2668,264,1.0,PostNL,Delivery
15113,2668,264,1.0,PostNL,Delivery
15118,2668,264,1.0,PostNL,Delivery
15132,2668,264,1.0,PostNL,Delivery
15165,4604,265,14.0,DPD,Delivery
15176,2668,265,1.0,PostNL,Delivery
15194,2668,265,1.0,PostNL,Delivery
15202,2668,265,1.0,PostNL,Delivery
15210,2668,265,1.0,PostNL,Delivery
15232,1044,266,7.0,DHL,Delivery
15238,4604,266,14.0,DPD,Delivery
15261,2668,266,1.0,PostNL,Delivery
15263,2668,266,1.0,PostNL,Delivery
15274,1044,267,7.0,DHL,Delivery
15285,1044,267,7.0,DHL,Delivery
15297,1044,267,7.0,DHL,Delivery
15300,1044,267,7.0,DHL,Delivery
15302,1044,267,7.0,DHL,Delivery
15311,4604,267,14.0,DPD,Delivery
15314,4604,267,14.0,DPD,Delivery
15319,4604,267,14.0,DPD,Delivery
15324,4604,267,14.0,DPD,Delivery
15340,2668,267,1.0,PostNL,Delivery
15346,2668,267,1.0,PostNL,Delivery
15358,2668,267,1.0,PostNL,Delivery
15367,2668,267,1.0,PostNL,Delivery
15373,2668,267,1.0,PostNL,Delivery
15376,2668,267,1.0,PostNL,Delivery
15390,2668,267,1.0,PostNL,Delivery
15396,2668,267,1.0,PostNL,Delivery
15400,2668,267,1.0,PostNL,Delivery
15415,4604,267,14.0,DPD,Delivery
15466,2668,268,1.0,PostNL,Delivery
15483,2668,268,1.0,PostNL,Delivery
15525,2668,268,1.0,PostNL,Delivery
15558,4604,269,14.0,DPD,Delivery
15560,4604,269,14.0,DPD,Delivery
15589,2668,269,1.0,PostNL,Delivery
15622,1044,270,7.0,DHL,Delivery
15656,2668,270,1.0,PostNL,Delivery
15670,2668,270,1.0,PostNL,Delivery
15692,2668,270,1.0,PostNL,Delivery
15706,4604,270,14.0,DPD,Delivery
15715,1044,271,7.0,DHL,Delivery
15723,1044,271,7.0,DHL,Delivery
15729,1044,271,7.0,DHL,Delivery
15738,4604,271,14.0,DPD,Delivery
15739,4604,271,14.0,DPD,Delivery
15751,2668,271,1.0,PostNL,Delivery
15772,2668,271,1.0,PostNL,Delivery
15776,2668,271,1.0,PostNL,Delivery
15794,2668,271,1.0,PostNL,Delivery
15796,2668,271,1.0,PostNL,Delivery
15814,1044,272,7.0,DHL,Delivery
15842,2668,272,1.0,PostNL,Delivery
15844,2668,272,1.0,PostNL,Delivery
15895,1044,273,7.0,DHL,Delivery
15904,4604,273,14.0,DPD,Delivery
15908,4604,273,14.0,DPD,Delivery
15913,2668,273,1.0,PostNL,Delivery
15918,2668,273,1.0,PostNL,Delivery
15919,2668,273,1.0,PostNL,Delivery
15921,2668,273,1.0,PostNL,Delivery
15929,2668,273,1.0,PostNL,Delivery
15938,2668,273,1.0,PostNL,Delivery
15940,2668,273,1.0,PostNL,Delivery
15946,4604,273,14.0,DPD,Delivery
15969,1044,274,7.0,DHL,Delivery
15972,1044,274,7.0,DHL,Delivery
15974,1044,274,7.0,DHL,Delivery
15977,1044,274,7.0,DHL,Delivery
15988,4604,274,14.0,DPD,Delivery
16018,2668,274,1.0,PostNL,Delivery
16036,2668,274,1.0,PostNL,Delivery
16057,2668,274,1.0,PostNL,Delivery
16066,4604,274,14.0,DPD,Delivery
16079,1044,275,7.0,DHL,Delivery
16085,1044,275,7.0,DHL,Delivery
16116,2668,275,1.0,PostNL,Delivery
16142,4604,275,14.0,DPD,Delivery
16179,4604,276,14.0,DPD,Delivery
16180,4604,276,14.0,DPD,Delivery
16182,2668,276,1.0,PostNL,Delivery
16206,2668,276,1.0,PostNL,Delivery
16214,2668,276,1.0,PostNL,Delivery
16216,2668,276,1.0,PostNL,Delivery
16237,1044,277,7.0,DHL,Delivery
16242,1044,277,7.0,DHL,Delivery
16250,1044,277,7.0,DHL,Delivery
16253,1044,277,7.0,DHL,Delivery
16257,1044,277,7.0,DHL,Delivery
16259,1044,277,7.0,DHL,Delivery
16289,4604,277,14.0,DPD,Delivery
16290,4604,277,14.0,DPD,Delivery
16318,2668,277,1.0,PostNL,Delivery
16342,2668,277,1.0,PostNL,Delivery
16378,4604,277,14.0,DPD,Delivery
16393,1044,278,7.0,DHL,Delivery
16394,1044,278,7.0,DHL,Delivery
16396,1044,278,7.0,DHL,Delivery
16397,1044,278,7.0,DHL,Delivery
16398,1044,278,7.0,DHL,Delivery
16411,4604,278,14.0,DPD,Delivery
16470,4604,279,14.0,DPD,Delivery
16471,4604,279,14.0,DPD,Delivery
16485,4604,279,14.0,DPD,Delivery
16488,2668,279,1.0,PostNL,Delivery
16495,2668,279,1.0,PostNL,Delivery
16498,2668,279,1.0,PostNL,Delivery
16502,2668,279,1.0,PostNL,Delivery
16510,2668,279,1.0,PostNL,Delivery
16521,2668,279,1.0,PostNL,Delivery
16526,2668,279,1.0,PostNL,Delivery
16528,2668,279,1.0,PostNL,Delivery
16530,2668,279,1.0,PostNL,Delivery
16534,2668,279,1.0,PostNL,Delivery
16561,1044,280,7.0,DHL,Delivery
16569,4604,280,14.0,DPD,Delivery
16570,4604,280,14.0,DPD,Delivery
16574,4604,280,14.0,DPD,Delivery
16577,4604,280,14.0,DPD,Delivery
16578,4604,280,14.0,DPD,Delivery
16598,2668,280,1.0,PostNL,Delivery
16604,2668,280,1.0,PostNL,Delivery
16612,2668,280,1.0,PostNL,Delivery
16633,4604,280,14.0,DPD,Delivery
16634,4604,280,14.0,DPD,Delivery
16648,1044,281,7.0,DHL,Delivery
16653,1044,281,7.0,DHL,Delivery
16667,4604,281,14.0,DPD,Delivery
16684,4604,281,14.0,DPD,Delivery
16685,4604,281,14.0,DPD,Delivery
16692,2668,281,1.0,PostNL,Delivery
16699,2668,281,1.0,PostNL,Delivery
16716,2668,281,1.0,PostNL,Delivery
16741,2668,281,1.0,PostNL,Delivery
16745,2668,281,1.0,PostNL,Delivery
16751,4604,281,14.0,DPD,Delivery
16767,1044,282,7.0,DHL,Delivery
16779,1044,282,7.0,DHL,Delivery
16780,1044,282,7.0,DHL,Delivery
16798,4604,282,14.0,DPD,Delivery
16819,2668,282,1.0,PostNL,Delivery
16841,2668,282,1.0,PostNL,Delivery
16863,2668,282,1.0,PostNL,Delivery
16869,2668,282,1.0,PostNL,Delivery
16896,1044,283,7.0,DHL,Delivery
16917,2668,283,1.0,PostNL,Delivery
16927,2668,283,1.0,PostNL,Delivery
16971,4604,284,14.0,DPD,Delivery
17026,1044,285,7.0,DHL,Delivery
17034,1044,285,7.0,DHL,Delivery
17046,4604,285,14.0,DPD,Delivery
17056,4604,285,14.0,DPD,Delivery
17062,2668,285,1.0,PostNL,Delivery
17076,2668,285,1.0,PostNL,Delivery
17079,2668,285,1.0,PostNL,Delivery
17094,2668,285,1.0,PostNL,Delivery
17098,2668,285,1.0,PostNL,Delivery
17146,2668,286,1.0,PostNL,Delivery
17153,2668,286,1.0,PostNL,Delivery
17171,2668,286,1.0,PostNL,Delivery
17177,4604,286,14.0,DPD,Delivery
17205,4604,287,14.0,DPD,Delivery
17219,2668,287,1.0,PostNL,Delivery
17232,2668,287,1.0,PostNL,Delivery
17233,2668,287,1.0,PostNL,Delivery
17247,2668,287,1.0,PostNL,Delivery
17249,2668,287,1.0,PostNL,Delivery
17250,2668,287,1.0,PostNL,Delivery
17283,1044,288,7.0,DHL,Delivery
17300,1044,288,7.0,DHL,Delivery
17305,1044,288,7.0,DHL,Delivery
17322,4604,288,14.0,DPD,Delivery
17339,2668,288,1.0,PostNL,Delivery
17345,2668,288,1.0,PostNL,Delivery
17354,2668,288,1.0,PostNL,Delivery
17369,2668,288,1.0,PostNL,Delivery
17378,2668,288,1.0,PostNL,Delivery
17385,2668,288,1.0,PostNL,Delivery
17392,2668,288,1.0,PostNL,Delivery
17397,2668,288,1.0,PostNL,Delivery
17402,2668,288,1.0,PostNL,Delivery
17403,2668,288,1.0,PostNL,Delivery
17405,2668,288,1.0,PostNL,Delivery
17412,2668,288,1.0,PostNL,Delivery
17431,4604,288,14.0,DPD,Delivery
17452,1044,289,7.0,DHL,Delivery
17477,4604,289,14.0,DPD,Delivery
17478,4604,289,14.0,DPD,Delivery
17488,2668,289,1.0,PostNL,Delivery
17498,2668,289,1.0,PostNL,Delivery
17504,2668,289,1.0,PostNL,Delivery
17508,2668,289,1.0,PostNL,Delivery
17515,2668,289,1.0,PostNL,Delivery
17566,2668,290,1.0,PostNL,Delivery
17574,2668,290,1.0,PostNL,Delivery
17580,2668,290,1.0,PostNL,Delivery
17581,2668,290,1.0,PostNL,Delivery
17584,2668,290,1.0,PostNL,Delivery
17590,2668,290,1.0,PostNL,Delivery
17596,4604,290,14.0,DPD,Delivery
17603,1044,291,7.0,DHL,Delivery
17604,1044,291,7.0,DHL,Delivery
17626,2668,291,1.0,PostNL,Delivery
17635,2668,291,1.0,PostNL,Delivery
17646,2668,291,1.0,PostNL,Delivery
17661,4604,291,14.0,DPD,Delivery
17669,1044,292,7.0,DHL,Delivery
17710,2668,292,1.0,PostNL,Delivery
17713,2668,292,1.0,PostNL,Delivery
17717,4604,292,14.0,DPD,Delivery
17727,1044,293,7.0,DHL,Delivery
17747,2668,293,1.0,PostNL,Delivery
17751,2668,293,1.0,PostNL,Delivery
17758,2668,293,1.0,PostNL,Delivery
17796,1044,294,7.0,DHL,Delivery
17814,2668,294,1.0,PostNL,Delivery
17817,2668,294,1.0,PostNL,Delivery
