Parcel_ID,O_zone,D_zone,DepotNumber,CEP,Task
18097,1044,300,7.0,DHL,Delivery
18099,1044,300,7.0,DHL,Delivery
18107,1044,300,7.0,DHL,Delivery
18124,2668,300,1.0,PostNL,Delivery
18167,4604,300,14.0,DPD,Delivery
18180,1044,301,7.0,DHL,Delivery
18184,1044,301,7.0,DHL,Delivery
18191,1044,301,7.0,DHL,Delivery
18214,4604,301,14.0,DPD,Delivery
18232,2668,301,1.0,PostNL,Delivery
18235,2668,301,1.0,PostNL,Delivery
18236,2668,301,1.0,PostNL,Delivery
18243,2668,301,1.0,PostNL,Delivery
18246,2668,301,1.0,PostNL,Delivery
18275,2668,301,1.0,PostNL,Delivery
18283,4604,301,14.0,DPD,Delivery
18293,1044,302,7.0,DHL,Delivery
18332,2668,302,1.0,PostNL,Delivery
18347,2668,302,1.0,PostNL,Delivery
18355,2668,302,1.0,PostNL,Delivery
18385,4604,303,14.0,DPD,Delivery
18398,2668,303,1.0,PostNL,Delivery
18405,2668,303,1.0,PostNL,Delivery
18419,2668,303,1.0,PostNL,Delivery
18442,1044,304,7.0,DHL,Delivery
18504,4604,304,14.0,DPD,Delivery
18505,4604,304,14.0,DPD,Delivery
18523,2668,305,1.0,PostNL,Delivery
18526,2668,305,1.0,PostNL,Delivery
18531,1044,306,7.0,DHL,Delivery
18544,2668,306,1.0,PostNL,Delivery
18558,2668,307,1.0,PostNL,Delivery
18570,1044,309,7.0,DHL,Delivery
18578,1044,309,7.0,DHL,Delivery
18584,1044,309,7.0,DHL,Delivery
18592,4604,309,14.0,DPD,Delivery
18596,4604,309,14.0,DPD,Delivery
18607,2668,309,1.0,PostNL,Delivery
18608,2668,309,1.0,PostNL,Delivery
18631,2668,309,1.0,PostNL,Delivery
18633,2668,309,1.0,PostNL,Delivery
18642,4604,309,14.0,DPD,Delivery
18662,4604,310,14.0,DPD,Delivery
18663,4604,310,14.0,DPD,Delivery
18665,4604,310,14.0,DPD,Delivery
18666,4604,310,14.0,DPD,Delivery
18676,2668,310,1.0,PostNL,Delivery
18679,2668,310,1.0,PostNL,Delivery
18681,2668,310,1.0,PostNL,Delivery
18691,2668,310,1.0,PostNL,Delivery
18693,2668,310,1.0,PostNL,Delivery
18696,2668,310,1.0,PostNL,Delivery
18699,2668,310,1.0,PostNL,Delivery
18707,2668,310,1.0,PostNL,Delivery
18724,1044,311,7.0,DHL,Delivery
18737,1044,311,7.0,DHL,Delivery
18761,2668,311,1.0,PostNL,Delivery
18771,2668,311,1.0,PostNL,Delivery
18802,2668,311,1.0,PostNL,Delivery
18820,1044,312,7.0,DHL,Delivery
18824,1044,312,7.0,DHL,Delivery
18825,1044,312,7.0,DHL,Delivery
18829,4604,312,14.0,DPD,Delivery
18834,4604,312,14.0,DPD,Delivery
18856,2668,312,1.0,PostNL,Delivery
18898,2668,313,1.0,PostNL,Delivery
18917,4604,313,14.0,DPD,Delivery
18933,1044,314,7.0,DHL,Delivery
18942,4604,314,14.0,DPD,Delivery
18977,2668,314,1.0,PostNL,Delivery
18993,1044,315,7.0,DHL,Delivery
19001,4604,315,14.0,DPD,Delivery
19026,4604,315,14.0,DPD,Delivery
19035,1044,316,7.0,DHL,Delivery
19058,2668,316,1.0,PostNL,Delivery
19068,2668,316,1.0,PostNL,Delivery
19081,1044,317,7.0,DHL,Delivery
19085,1044,317,7.0,DHL,Delivery
19102,4604,317,14.0,DPD,Delivery
19104,4604,317,14.0,DPD,Delivery
19109,2668,317,1.0,PostNL,Delivery
19119,2668,317,1.0,PostNL,Delivery
19121,2668,317,1.0,PostNL,Delivery
19145,1044,318,7.0,DHL,Delivery
19158,1044,318,7.0,DHL,Delivery
19160,1044,318,7.0,DHL,Delivery
19168,4604,318,14.0,DPD,Delivery
19179,2668,318,1.0,PostNL,Delivery
19215,4604,318,14.0,DPD,Delivery
19219,1044,319,7.0,DHL,Delivery
19222,1044,319,7.0,DHL,Delivery
19248,2668,319,1.0,PostNL,Delivery
19254,2668,319,1.0,PostNL,Delivery
19260,4604,319,14.0,DPD,Delivery
19276,1044,320,7.0,DHL,Delivery
19292,4604,320,14.0,DPD,Delivery
19303,4604,320,14.0,DPD,Delivery
19310,4604,320,14.0,DPD,Delivery
19316,2668,320,1.0,PostNL,Delivery
19336,2668,320,1.0,PostNL,Delivery
19369,2668,320,1.0,PostNL,Delivery
19374,4604,320,14.0,DPD,Delivery
19378,4604,320,14.0,DPD,Delivery
19379,4604,320,14.0,DPD,Delivery
19431,2668,321,1.0,PostNL,Delivery
19445,2668,321,1.0,PostNL,Delivery
19448,2668,321,1.0,PostNL,Delivery
19454,4604,321,14.0,DPD,Delivery
19455,4604,321,14.0,DPD,Delivery
19462,1044,322,7.0,DHL,Delivery
19467,1044,322,7.0,DHL,Delivery
19475,1044,322,7.0,DHL,Delivery
19492,4604,322,14.0,DPD,Delivery
19493,4604,322,14.0,DPD,Delivery
19524,2668,322,1.0,PostNL,Delivery
19555,4604,322,14.0,DPD,Delivery
19559,4604,322,14.0,DPD,Delivery
19567,1044,323,7.0,DHL,Delivery
19585,4604,323,14.0,DPD,Delivery
19592,4604,323,14.0,DPD,Delivery
19616,2668,323,1.0,PostNL,Delivery
19621,2668,323,1.0,PostNL,Delivery
19627,2668,323,1.0,PostNL,Delivery
19631,2668,323,1.0,PostNL,Delivery
19655,1044,324,7.0,DHL,Delivery
19688,2668,324,1.0,PostNL,Delivery
19696,2668,324,1.0,PostNL,Delivery
19711,2668,324,1.0,PostNL,Delivery
19720,2668,324,1.0,PostNL,Delivery
19731,4604,324,14.0,DPD,Delivery
19733,1044,325,7.0,DHL,Delivery
19739,1044,325,7.0,DHL,Delivery
19742,1044,325,7.0,DHL,Delivery
19781,4604,325,14.0,DPD,Delivery
19792,1044,326,7.0,DHL,Delivery
19795,1044,326,7.0,DHL,Delivery
19807,4604,326,14.0,DPD,Delivery
19829,2668,326,1.0,PostNL,Delivery
19837,4604,326,14.0,DPD,Delivery
19843,1044,327,7.0,DHL,Delivery
19861,4604,327,14.0,DPD,Delivery
19902,2668,327,1.0,PostNL,Delivery
19916,1044,328,7.0,DHL,Delivery
19921,1044,328,7.0,DHL,Delivery
19957,2668,328,1.0,PostNL,Delivery
19971,2668,328,1.0,PostNL,Delivery
20013,2668,329,1.0,PostNL,Delivery
20023,2668,329,1.0,PostNL,Delivery
20032,2668,329,1.0,PostNL,Delivery
20034,2668,329,1.0,PostNL,Delivery
20036,2668,329,1.0,PostNL,Delivery
20040,2668,329,1.0,PostNL,Delivery
20061,1044,330,7.0,DHL,Delivery
20078,1044,330,7.0,DHL,Delivery
20096,2668,330,1.0,PostNL,Delivery
20104,2668,330,1.0,PostNL,Delivery
20119,2668,330,1.0,PostNL,Delivery
20172,2668,331,1.0,PostNL,Delivery
20190,1044,332,7.0,DHL,Delivery
20195,1044,332,7.0,DHL,Delivery
20210,1044,332,7.0,DHL,Delivery
20214,1044,332,7.0,DHL,Delivery
20215,4604,332,14.0,DPD,Delivery
20232,4604,332,14.0,DPD,Delivery
20233,2668,332,1.0,PostNL,Delivery
20253,2668,332,1.0,PostNL,Delivery
20265,2668,332,1.0,PostNL,Delivery
20278,2668,332,1.0,PostNL,Delivery
20324,2668,333,1.0,PostNL,Delivery
20330,2668,333,1.0,PostNL,Delivery
20338,2668,333,1.0,PostNL,Delivery
20341,2668,333,1.0,PostNL,Delivery
20369,4604,334,14.0,DPD,Delivery
20390,2668,334,1.0,PostNL,Delivery
20391,2668,334,1.0,PostNL,Delivery
20413,4604,335,14.0,DPD,Delivery
20417,4604,335,14.0,DPD,Delivery
20434,2668,335,1.0,PostNL,Delivery
20435,2668,335,1.0,PostNL,Delivery
20461,4604,336,14.0,DPD,Delivery
20468,4604,336,14.0,DPD,Delivery
20489,2668,336,1.0,PostNL,Delivery
20490,2668,336,1.0,PostNL,Delivery
20493,2668,336,1.0,PostNL,Delivery
20501,2668,336,1.0,PostNL,Delivery
20505,4604,336,14.0,DPD,Delivery
20524,1044,337,7.0,DHL,Delivery
20534,4604,337,14.0,DPD,Delivery
20541,4604,337,14.0,DPD,Delivery
20565,2668,337,1.0,PostNL,Delivery
20571,2668,337,1.0,PostNL,Delivery
20586,2668,337,1.0,PostNL,Delivery
20588,2668,337,1.0,PostNL,Delivery
20595,2668,337,1.0,PostNL,Delivery
20608,1044,338,7.0,DHL,Delivery
20610,1044,338,7.0,DHL,Delivery
20616,1044,338,7.0,DHL,Delivery
20628,4604,338,14.0,DPD,Delivery
20643,2668,338,1.0,PostNL,Delivery
20651,2668,338,1.0,PostNL,Delivery
20684,4604,338,14.0,DPD,Delivery
20694,1044,339,7.0,DHL,Delivery
20704,4604,339,14.0,DPD,Delivery
20707,4604,339,14.0,DPD,Delivery
20740,2668,339,1.0,PostNL,Delivery
20752,4604,339,14.0,DPD,Delivery
20759,1044,340,7.0,DHL,Delivery
20771,2668,340,1.0,PostNL,Delivery
20796,1044,341,7.0,DHL,Delivery
20800,1044,341,7.0,DHL,Delivery
20825,4604,341,14.0,DPD,Delivery
20832,2668,341,1.0,PostNL,Delivery
20859,2668,341,1.0,PostNL,Delivery
20882,2668,341,1.0,PostNL,Delivery
20889,2668,341,1.0,PostNL,Delivery
20897,4604,341,14.0,DPD,Delivery
20898,4604,341,14.0,DPD,Delivery
20915,1044,342,7.0,DHL,Delivery
20920,1044,342,7.0,DHL,Delivery
20926,4604,342,14.0,DPD,Delivery
20929,4604,342,14.0,DPD,Delivery
20937,4604,342,14.0,DPD,Delivery
20942,4604,342,14.0,DPD,Delivery
20947,2668,342,1.0,PostNL,Delivery
20955,2668,342,1.0,PostNL,Delivery
20962,2668,342,1.0,PostNL,Delivery
20977,2668,342,1.0,PostNL,Delivery
20990,2668,342,1.0,PostNL,Delivery
20997,4604,342,14.0,DPD,Delivery
21000,4604,342,14.0,DPD,Delivery
21007,1044,343,7.0,DHL,Delivery
21011,1044,343,7.0,DHL,Delivery
21076,4604,343,14.0,DPD,Delivery
21077,4604,343,14.0,DPD,Delivery
21098,2668,344,1.0,PostNL,Delivery
21110,2668,344,1.0,PostNL,Delivery
21112,2668,344,1.0,PostNL,Delivery
21118,2662,345,10.0,DHL,Delivery
21124,5514,345,5.0,GLS,Delivery
21131,2668,345,1.0,PostNL,Delivery
21134,2668,345,1.0,PostNL,Delivery
21138,2668,345,1.0,PostNL,Delivery
21141,2668,345,1.0,PostNL,Delivery
21208,2662,348,10.0,DHL,Delivery
21253,4604,349,14.0,DPD,Delivery
21259,2668,349,1.0,PostNL,Delivery
21280,2668,349,1.0,PostNL,Delivery
21295,5514,350,5.0,GLS,Delivery
21296,5514,350,5.0,GLS,Delivery
21309,2668,350,1.0,PostNL,Delivery
21368,2668,353,1.0,PostNL,Delivery
21370,2668,353,1.0,PostNL,Delivery
21373,2668,353,1.0,PostNL,Delivery
21382,2662,354,10.0,DHL,Delivery
21391,2668,354,1.0,PostNL,Delivery
21406,2668,354,1.0,PostNL,Delivery
21409,2668,354,1.0,PostNL,Delivery
21419,2662,355,10.0,DHL,Delivery
21421,2662,355,10.0,DHL,Delivery
21424,2662,355,10.0,DHL,Delivery
21453,2668,355,1.0,PostNL,Delivery
21461,5514,355,5.0,GLS,Delivery
21479,2668,356,1.0,PostNL,Delivery
21483,2668,356,1.0,PostNL,Delivery
21485,2668,356,1.0,PostNL,Delivery
21493,2662,357,10.0,DHL,Delivery
21505,2668,357,1.0,PostNL,Delivery
21509,2668,357,1.0,PostNL,Delivery
21517,2662,358,10.0,DHL,Delivery
21525,5514,358,5.0,GLS,Delivery
21539,5514,358,5.0,GLS,Delivery
21560,2668,359,1.0,PostNL,Delivery
21563,5514,359,5.0,GLS,Delivery
21593,2668,360,1.0,PostNL,Delivery
21614,5514,361,5.0,GLS,Delivery
21616,2668,361,1.0,PostNL,Delivery
21620,2668,361,1.0,PostNL,Delivery
21627,2662,362,10.0,DHL,Delivery
21630,2662,362,10.0,DHL,Delivery
21635,5514,362,5.0,GLS,Delivery
21636,5514,362,5.0,GLS,Delivery
21650,2668,362,1.0,PostNL,Delivery
21660,2662,363,10.0,DHL,Delivery
21695,2668,363,1.0,PostNL,Delivery
21717,2668,363,1.0,PostNL,Delivery
21729,2662,364,10.0,DHL,Delivery
21738,2668,364,1.0,PostNL,Delivery
21740,2668,364,1.0,PostNL,Delivery
21745,2668,364,1.0,PostNL,Delivery
21749,2668,364,1.0,PostNL,Delivery
21785,2668,365,1.0,PostNL,Delivery
21798,5514,366,5.0,GLS,Delivery
21810,5514,366,5.0,GLS,Delivery
21814,2662,367,10.0,DHL,Delivery
21820,2662,367,10.0,DHL,Delivery
21826,2662,367,10.0,DHL,Delivery
21836,5514,367,5.0,GLS,Delivery
21840,5514,367,5.0,GLS,Delivery
21861,2668,367,1.0,PostNL,Delivery
21862,2668,367,1.0,PostNL,Delivery
21868,2668,367,1.0,PostNL,Delivery
21872,2668,367,1.0,PostNL,Delivery
21900,5514,367,5.0,GLS,Delivery
21903,2662,368,10.0,DHL,Delivery
21955,2668,368,1.0,PostNL,Delivery
21969,2668,368,1.0,PostNL,Delivery
21970,2668,368,1.0,PostNL,Delivery
21982,2668,368,1.0,PostNL,Delivery
22014,5514,369,5.0,GLS,Delivery
22019,5514,369,5.0,GLS,Delivery
22022,2668,369,1.0,PostNL,Delivery
22032,2668,369,1.0,PostNL,Delivery
22037,2668,369,1.0,PostNL,Delivery
22054,2668,369,1.0,PostNL,Delivery
22070,2662,370,10.0,DHL,Delivery
22073,2662,370,10.0,DHL,Delivery
22097,2668,370,1.0,PostNL,Delivery
22105,2668,370,1.0,PostNL,Delivery
22120,5514,371,5.0,GLS,Delivery
22146,2662,372,10.0,DHL,Delivery
22150,2662,372,10.0,DHL,Delivery
22160,5514,372,5.0,GLS,Delivery
22172,2668,372,1.0,PostNL,Delivery
22179,2668,372,1.0,PostNL,Delivery
22235,2662,375,10.0,DHL,Delivery
22242,2668,375,1.0,PostNL,Delivery
22248,5514,375,5.0,GLS,Delivery
22266,2662,376,10.0,DHL,Delivery
22282,5514,376,5.0,GLS,Delivery
22316,2668,376,1.0,PostNL,Delivery
22325,2668,376,1.0,PostNL,Delivery
22356,2662,377,10.0,DHL,Delivery
22366,5514,377,5.0,GLS,Delivery
22374,5514,377,5.0,GLS,Delivery
22395,2668,377,1.0,PostNL,Delivery
22411,2668,377,1.0,PostNL,Delivery
22473,2662,380,10.0,DHL,Delivery
22492,2668,380,1.0,PostNL,Delivery
22524,5514,381,5.0,GLS,Delivery
22532,5514,381,5.0,GLS,Delivery
22548,2668,381,1.0,PostNL,Delivery
22551,2668,381,1.0,PostNL,Delivery
22596,2668,382,1.0,PostNL,Delivery
22611,2662,383,10.0,DHL,Delivery
22628,5514,383,5.0,GLS,Delivery
22652,2668,383,1.0,PostNL,Delivery
22667,2668,383,1.0,PostNL,Delivery
22676,5514,383,5.0,GLS,Delivery
22677,2662,384,10.0,DHL,Delivery
22683,2662,384,10.0,DHL,Delivery
22687,2662,384,10.0,DHL,Delivery
22689,2662,384,10.0,DHL,Delivery
22707,5514,384,5.0,GLS,Delivery
22740,2668,384,1.0,PostNL,Delivery
22755,5514,384,5.0,GLS,Delivery
22757,5514,384,5.0,GLS,Delivery
22758,5514,384,5.0,GLS,Delivery
22766,5514,385,5.0,GLS,Delivery
22767,2662,386,10.0,DHL,Delivery
22770,2668,386,1.0,PostNL,Delivery
22791,2668,387,1.0,PostNL,Delivery
22800,5514,387,5.0,GLS,Delivery
22809,2662,390,10.0,DHL,Delivery
22814,2662,390,10.0,DHL,Delivery
22832,2668,390,1.0,PostNL,Delivery
22841,2662,391,10.0,DHL,Delivery
22844,5514,391,5.0,GLS,Delivery
22851,2668,391,1.0,PostNL,Delivery
22853,2668,391,1.0,PostNL,Delivery
22863,2662,392,10.0,DHL,Delivery
22887,2668,392,1.0,PostNL,Delivery
22918,4604,393,14.0,DPD,Delivery
22923,2668,393,1.0,PostNL,Delivery
22978,4604,394,14.0,DPD,Delivery
22993,2668,394,1.0,PostNL,Delivery
23002,2668,394,1.0,PostNL,Delivery
23011,2668,394,1.0,PostNL,Delivery
23014,2668,394,1.0,PostNL,Delivery
23016,2668,394,1.0,PostNL,Delivery
23026,2668,394,1.0,PostNL,Delivery
23030,2668,394,1.0,PostNL,Delivery
23043,2668,394,1.0,PostNL,Delivery
23059,1044,395,7.0,DHL,Delivery
23062,1044,395,7.0,DHL,Delivery
23066,1044,395,7.0,DHL,Delivery
23067,1044,395,7.0,DHL,Delivery
23086,1044,395,7.0,DHL,Delivery
23094,4604,395,14.0,DPD,Delivery
23096,4604,395,14.0,DPD,Delivery
23102,4604,395,14.0,DPD,Delivery
23103,4604,395,14.0,DPD,Delivery
23133,2668,395,1.0,PostNL,Delivery
23145,2668,395,1.0,PostNL,Delivery
23162,2668,395,1.0,PostNL,Delivery
23165,2668,395,1.0,PostNL,Delivery
23171,2668,395,1.0,PostNL,Delivery
23187,4604,395,14.0,DPD,Delivery
23222,4604,396,14.0,DPD,Delivery
23230,2668,396,1.0,PostNL,Delivery
23261,4604,396,14.0,DPD,Delivery
23263,4604,396,14.0,DPD,Delivery
23271,2662,397,10.0,DHL,Delivery
23290,4604,397,14.0,DPD,Delivery
23335,2668,397,1.0,PostNL,Delivery
23336,2668,397,1.0,PostNL,Delivery
23337,2668,397,1.0,PostNL,Delivery
23341,2668,397,1.0,PostNL,Delivery
23377,2668,398,1.0,PostNL,Delivery
23414,2662,402,10.0,DHL,Delivery
23416,2662,402,10.0,DHL,Delivery
23432,2662,402,10.0,DHL,Delivery
23479,2668,402,1.0,PostNL,Delivery
23492,2668,402,1.0,PostNL,Delivery
23513,5514,402,5.0,GLS,Delivery
23516,5514,402,5.0,GLS,Delivery
23523,2662,403,10.0,DHL,Delivery
23533,2662,403,10.0,DHL,Delivery
23553,2668,403,1.0,PostNL,Delivery
23580,2668,403,1.0,PostNL,Delivery
23591,2662,404,10.0,DHL,Delivery
23606,2662,404,10.0,DHL,Delivery
23621,5514,404,5.0,GLS,Delivery
23648,2668,404,1.0,PostNL,Delivery
23660,2668,404,1.0,PostNL,Delivery
23677,2662,405,10.0,DHL,Delivery
23688,5514,405,5.0,GLS,Delivery
23693,5514,405,5.0,GLS,Delivery
23708,2668,405,1.0,PostNL,Delivery
23733,2662,406,10.0,DHL,Delivery
23741,2662,406,10.0,DHL,Delivery
23755,5514,406,5.0,GLS,Delivery
23756,5514,406,5.0,GLS,Delivery
23765,5514,406,5.0,GLS,Delivery
23782,2668,406,1.0,PostNL,Delivery
23787,2668,406,1.0,PostNL,Delivery
23799,2668,406,1.0,PostNL,Delivery
23805,2668,406,1.0,PostNL,Delivery
23809,2668,406,1.0,PostNL,Delivery
23819,2668,406,1.0,PostNL,Delivery
23831,2668,406,1.0,PostNL,Delivery
23838,2668,406,1.0,PostNL,Delivery
23861,2662,407,10.0,DHL,Delivery
23894,2668,407,1.0,PostNL,Delivery
23960,2662,408,10.0,DHL,Delivery
23970,5514,408,5.0,GLS,Delivery
23981,5514,408,5.0,GLS,Delivery
23992,2668,408,1.0,PostNL,Delivery
23994,2668,408,1.0,PostNL,Delivery
23995,2668,408,1.0,PostNL,Delivery
23998,2668,408,1.0,PostNL,Delivery
24022,2668,408,1.0,PostNL,Delivery
24031,2668,408,1.0,PostNL,Delivery
24037,2668,408,1.0,PostNL,Delivery
24039,5514,408,5.0,GLS,Delivery
24047,5514,408,5.0,GLS,Delivery
24050,2662,409,10.0,DHL,Delivery
24067,2668,409,1.0,PostNL,Delivery
24094,2662,410,10.0,DHL,Delivery
24100,2662,410,10.0,DHL,Delivery
24117,2662,410,10.0,DHL,Delivery
24139,5514,410,5.0,GLS,Delivery
24140,5514,410,5.0,GLS,Delivery
24143,2668,410,1.0,PostNL,Delivery
24156,2668,410,1.0,PostNL,Delivery
24184,2668,410,1.0,PostNL,Delivery
24185,2668,410,1.0,PostNL,Delivery
24194,2668,410,1.0,PostNL,Delivery
24213,5514,410,5.0,GLS,Delivery
24219,5514,410,5.0,GLS,Delivery
24220,5514,410,5.0,GLS,Delivery
24226,2662,411,10.0,DHL,Delivery
24236,2662,411,10.0,DHL,Delivery
24247,5514,411,5.0,GLS,Delivery
24253,5514,411,5.0,GLS,Delivery
24263,2668,411,1.0,PostNL,Delivery
24289,2668,411,1.0,PostNL,Delivery
24345,5514,412,5.0,GLS,Delivery
24375,2668,412,1.0,PostNL,Delivery
24386,2668,412,1.0,PostNL,Delivery
24396,2668,412,1.0,PostNL,Delivery
24401,2668,412,1.0,PostNL,Delivery
24403,2668,412,1.0,PostNL,Delivery
24405,2668,412,1.0,PostNL,Delivery
24410,2668,412,1.0,PostNL,Delivery
24435,2662,413,10.0,DHL,Delivery
24471,2662,414,10.0,DHL,Delivery
24487,2668,414,1.0,PostNL,Delivery
24491,2668,414,1.0,PostNL,Delivery
24507,2662,416,10.0,DHL,Delivery
24512,2662,416,10.0,DHL,Delivery
24517,5514,416,5.0,GLS,Delivery
24519,5514,416,5.0,GLS,Delivery
24531,2668,416,1.0,PostNL,Delivery
24532,2668,416,1.0,PostNL,Delivery
24554,2662,417,10.0,DHL,Delivery
24563,2668,417,1.0,PostNL,Delivery
24598,2668,418,1.0,PostNL,Delivery
24604,2662,419,10.0,DHL,Delivery
24609,2662,419,10.0,DHL,Delivery
24626,2668,419,1.0,PostNL,Delivery
24631,2668,419,1.0,PostNL,Delivery
24678,2662,424,10.0,DHL,Delivery
24684,2662,424,10.0,DHL,Delivery
24691,5514,424,5.0,GLS,Delivery
24709,5514,424,5.0,GLS,Delivery
24710,2668,424,1.0,PostNL,Delivery
24712,2668,424,1.0,PostNL,Delivery
24727,2668,424,1.0,PostNL,Delivery
24728,2668,424,1.0,PostNL,Delivery
24742,2668,424,1.0,PostNL,Delivery
24743,2668,424,1.0,PostNL,Delivery
24759,2668,424,1.0,PostNL,Delivery
24799,5514,424,5.0,GLS,Delivery
24806,2662,425,10.0,DHL,Delivery
24810,2662,425,10.0,DHL,Delivery
24821,5514,425,5.0,GLS,Delivery
24824,5514,425,5.0,GLS,Delivery
24836,2668,425,1.0,PostNL,Delivery
24842,2668,425,1.0,PostNL,Delivery
24844,2668,425,1.0,PostNL,Delivery
24864,2668,425,1.0,PostNL,Delivery
24866,2668,425,1.0,PostNL,Delivery
24867,2668,425,1.0,PostNL,Delivery
24882,5514,426,5.0,GLS,Delivery
24888,5514,426,5.0,GLS,Delivery
24892,2662,427,10.0,DHL,Delivery
24898,5514,427,5.0,GLS,Delivery
24910,2668,427,1.0,PostNL,Delivery
24920,2662,428,10.0,DHL,Delivery
24938,5514,428,5.0,GLS,Delivery
24947,2668,428,1.0,PostNL,Delivery
24958,2668,428,1.0,PostNL,Delivery
24966,2668,428,1.0,PostNL,Delivery
25003,2662,429,10.0,DHL,Delivery
25011,5514,429,5.0,GLS,Delivery
25017,5514,429,5.0,GLS,Delivery
25033,2668,429,1.0,PostNL,Delivery
25044,2668,429,1.0,PostNL,Delivery
25073,2668,430,1.0,PostNL,Delivery
25091,2668,431,1.0,PostNL,Delivery
25100,2662,432,10.0,DHL,Delivery
25118,2662,432,10.0,DHL,Delivery
25167,2668,432,1.0,PostNL,Delivery
25171,2668,432,1.0,PostNL,Delivery
25172,2668,432,1.0,PostNL,Delivery
25181,2668,432,1.0,PostNL,Delivery
25211,2662,433,10.0,DHL,Delivery
25212,2662,433,10.0,DHL,Delivery
25224,5514,433,5.0,GLS,Delivery
25234,2668,433,1.0,PostNL,Delivery
25264,2662,434,10.0,DHL,Delivery
25265,2662,434,10.0,DHL,Delivery
25273,2662,434,10.0,DHL,Delivery
25288,2668,434,1.0,PostNL,Delivery
25313,2668,434,1.0,PostNL,Delivery
25333,2662,435,10.0,DHL,Delivery
25336,5514,435,5.0,GLS,Delivery
25358,2668,435,1.0,PostNL,Delivery
25372,2668,435,1.0,PostNL,Delivery
25382,5514,435,5.0,GLS,Delivery
25389,2662,436,10.0,DHL,Delivery
25412,5514,436,5.0,GLS,Delivery
25427,2668,436,1.0,PostNL,Delivery
25428,2668,436,1.0,PostNL,Delivery
25467,2662,437,10.0,DHL,Delivery
25475,2662,437,10.0,DHL,Delivery
25486,5514,437,5.0,GLS,Delivery
25488,5514,437,5.0,GLS,Delivery
25497,5514,437,5.0,GLS,Delivery
25520,2668,437,1.0,PostNL,Delivery
25522,2668,437,1.0,PostNL,Delivery
25525,2668,437,1.0,PostNL,Delivery
25554,2668,437,1.0,PostNL,Delivery
25563,5514,437,5.0,GLS,Delivery
25586,5514,438,5.0,GLS,Delivery
25588,5514,438,5.0,GLS,Delivery
25627,2662,439,10.0,DHL,Delivery
25629,2662,439,10.0,DHL,Delivery
25630,2662,439,10.0,DHL,Delivery
25635,2662,439,10.0,DHL,Delivery
25670,2668,439,1.0,PostNL,Delivery
25671,2668,439,1.0,PostNL,Delivery
25674,2668,439,1.0,PostNL,Delivery
25685,5514,439,5.0,GLS,Delivery
25716,2668,440,1.0,PostNL,Delivery
25722,2668,440,1.0,PostNL,Delivery
25735,2668,440,1.0,PostNL,Delivery
25752,2662,441,10.0,DHL,Delivery
25755,2662,441,10.0,DHL,Delivery
25761,2662,441,10.0,DHL,Delivery
25763,2662,441,10.0,DHL,Delivery
25765,2662,441,10.0,DHL,Delivery
25766,5514,441,5.0,GLS,Delivery
25770,5514,441,5.0,GLS,Delivery
25810,2668,441,1.0,PostNL,Delivery
25815,2668,441,1.0,PostNL,Delivery
25836,5514,441,5.0,GLS,Delivery
25842,2662,442,10.0,DHL,Delivery
25865,2668,442,1.0,PostNL,Delivery
25875,2668,442,1.0,PostNL,Delivery
25911,2662,445,10.0,DHL,Delivery
25912,2662,445,10.0,DHL,Delivery
25937,2668,445,1.0,PostNL,Delivery
25953,2668,445,1.0,PostNL,Delivery
25958,2668,445,1.0,PostNL,Delivery
25960,2668,445,1.0,PostNL,Delivery
25989,2668,445,1.0,PostNL,Delivery
25993,5514,445,5.0,GLS,Delivery
25998,5514,445,5.0,GLS,Delivery
26008,2662,446,10.0,DHL,Delivery
26009,2662,446,10.0,DHL,Delivery
26014,2662,446,10.0,DHL,Delivery
26018,5514,446,5.0,GLS,Delivery
26026,5514,446,5.0,GLS,Delivery
26027,5514,446,5.0,GLS,Delivery
26035,2668,446,1.0,PostNL,Delivery
26049,2668,446,1.0,PostNL,Delivery
26058,2668,446,1.0,PostNL,Delivery
26061,2668,446,1.0,PostNL,Delivery
26076,2662,447,10.0,DHL,Delivery
26079,2662,447,10.0,DHL,Delivery
26104,2668,447,1.0,PostNL,Delivery
26108,2668,447,1.0,PostNL,Delivery
26131,2668,447,1.0,PostNL,Delivery
26146,2662,448,10.0,DHL,Delivery
26153,2662,448,10.0,DHL,Delivery
26156,5514,448,5.0,GLS,Delivery
26157,5514,448,5.0,GLS,Delivery
26158,5514,448,5.0,GLS,Delivery
26161,5514,448,5.0,GLS,Delivery
26194,2662,449,10.0,DHL,Delivery
26197,2662,449,10.0,DHL,Delivery
26234,2668,449,1.0,PostNL,Delivery
26253,2668,449,1.0,PostNL,Delivery
26254,2668,449,1.0,PostNL,Delivery
26271,2662,450,10.0,DHL,Delivery
26281,5514,450,5.0,GLS,Delivery
26285,2668,450,1.0,PostNL,Delivery
26299,2668,450,1.0,PostNL,Delivery
26301,2668,450,1.0,PostNL,Delivery
26320,4604,456,14.0,DPD,Delivery
26347,4604,457,14.0,DPD,Delivery
26377,2668,458,1.0,PostNL,Delivery
26402,2662,459,10.0,DHL,Delivery
26415,4604,459,14.0,DPD,Delivery
26422,2668,459,1.0,PostNL,Delivery
26436,2668,459,1.0,PostNL,Delivery
26439,2668,459,1.0,PostNL,Delivery
26462,4604,459,14.0,DPD,Delivery
26469,2662,460,10.0,DHL,Delivery
